"","prediction","d.CMS1","d.CMS2","d.CMS3","d.CMS4","p.value","FDR"
"GSM972190","CMS2",0.782259165810094,0.599761799147214,0.798043176247176,0.710172724468901,0.001998001998002,0.00245307837498727
"GSM972191","CMS3",0.70962728528252,0.709300685770599,0.616977897432086,0.789673304857198,0.001,0.00128054298642534
"GSM972192","CMS4",0.621376862431589,0.718658743332454,0.66027445650448,0.614657726985712,0.001,0.00128054298642534
"GSM972193",NA,0.739466673198153,0.658110232020433,0.746984149433399,0.730229586633181,0.354645354645355,0.375194898559385
"GSM972194","CMS2",0.736478361299797,0.628291570716913,0.768994379124954,0.687561312666452,0.032967032967033,0.0372441929328157
"GSM972195",NA,0.637446852182076,0.728229117158871,0.663326774445445,0.785715049571909,0.178821178821179,0.190967523042995
"GSM972196","CMS1",0.564659828522893,0.808062049924742,0.759125718874018,0.79355076647767,0.001,0.00128054298642534
"GSM972197","CMS3",0.6037459169969,0.781386074168959,0.582549528020819,0.774548893133954,0.001,0.00128054298642534
"GSM972198","CMS2",0.765361912604528,0.60286801239199,0.704637408364434,0.798106798480248,0.001,0.00128054298642534
"GSM972199",NA,0.738677760458314,0.65528451137639,0.704389096979315,0.733228708221944,0.202797202797203,0.216164250062555
"GSM972200","CMS2",0.753983281454784,0.651191897503429,0.722390151890547,0.700165125473603,0.013986013986014,0.0163218225073895
"GSM972201","CMS4",0.701784498693502,0.677193060450908,0.742849117656504,0.441368959116169,0.001,0.00128054298642534
"GSM972202","CMS2",0.723617297230783,0.617750194138326,0.718760681070307,0.753383851464893,0.001,0.00128054298642534
"GSM972203","CMS2",0.718574813982518,0.642675727149813,0.758109173911689,0.674268476714217,0.021978021978022,0.0252836594300009
"GSM972204","CMS4",0.776344344294968,0.696322299865666,0.790859703410754,0.547478535366035,0.001,0.00128054298642534
"GSM972205",NA,0.742351538309906,0.679688928534984,0.819808914437964,0.698918366038341,0.696303696303696,0.723133746986958
"GSM972206","CMS4",0.699457947561851,0.651586388407398,0.63050036341485,0.517856690335608,0.001,0.00128054298642534
"GSM972207","CMS4",0.75604898170812,0.684724204607256,0.794456606573216,0.611980518318642,0.001,0.00128054298642534
"GSM972208","CMS4",0.687964652115965,0.689165068978239,0.772692488617562,0.508354882024242,0.001,0.00128054298642534
"GSM972209","CMS1",0.632570103684111,0.807834004394637,0.780009793425302,0.678293065894389,0.001,0.00128054298642534
"GSM972210","CMS4",0.762596921019931,0.651781350217128,0.799095321006256,0.526542039881516,0.001,0.00128054298642534
"GSM972211","CMS2",0.834572219593529,0.616988282342541,0.745113783473178,0.639181086375807,0.001,0.00128054298642534
"GSM972212",NA,0.716409121704669,0.719460165694791,0.660234449362241,0.834507636367804,0.102897102897103,0.111784568598388
"GSM972213","CMS4",0.718678770562582,0.763013041509341,0.766635980656965,0.641827577241266,0.001,0.00128054298642534
"GSM972214","CMS1",0.558963368937392,0.80164781934891,0.691305671781855,0.800760875317043,0.001,0.00128054298642534
"GSM972215","CMS4",0.660450623828511,0.729569051880224,0.741131679896302,0.644824133317447,0.03996003996004,0.0447868962720448
"GSM972216","CMS2",0.747357086438701,0.605149803418812,0.769714154584593,0.71607261872102,0.003996003996004,0.00483277406354329
"GSM972217","CMS4",0.724251097696856,0.667591331963274,0.756271138440315,0.629027977507401,0.022977022977023,0.0263259008198279
"GSM972218","CMS3",0.714334616283156,0.758362619929562,0.556116322112396,0.880796937932285,0.001,0.00128054298642534
"GSM972219","CMS2",0.818133189316689,0.598771585047942,0.701558815641767,0.691101642631116,0.001,0.00128054298642534
"GSM972220","CMS1",0.560120785605707,0.823012115803733,0.682422182298733,0.788688957816677,0.001,0.00128054298642534
"GSM972221","CMS3",0.650432662569433,0.810951082629348,0.64736925349181,0.892916078850674,0.001998001998002,0.00245307837498727
"GSM972222",NA,0.691552653799989,0.762262322762182,0.691532259130002,0.836044423110469,0.0699300699300699,0.0768551836513002
"GSM972223","CMS3",0.62612432889394,0.842478092450103,0.62500075271971,0.786844891764226,0.001,0.00128054298642534
"GSM972224","CMS1",0.578713812037465,0.837887114086052,0.723349620092989,0.726355675005981,0.001,0.00128054298642534
"GSM972225",NA,0.763662987335455,0.735632100261963,0.76158449620429,0.853345110133552,0.996003996003996,1
"GSM972226","CMS3",0.69066584880954,0.791562948383162,0.595653274362286,0.832746236602046,0.001,0.00128054298642534
"GSM972227","CMS3",0.754113340468521,0.745529911929209,0.61088972318948,0.892363299271107,0.001,0.00128054298642534
"GSM972228","CMS3",0.700929397917666,0.747221699376987,0.657055379256218,0.907769691215558,0.001,0.00128054298642534
"GSM972229","CMS3",0.660489697267786,0.792422585124942,0.651627692760418,0.819692452813232,0.001,0.00128054298642534
"GSM972230","CMS2",0.78308398172469,0.59473200837153,0.719141036031553,0.803290771602707,0.001,0.00128054298642534
"GSM972231","CMS4",0.760527212527023,0.687887636884715,0.797794933160587,0.572252163821534,0.001,0.00128054298642534
"GSM972232","CMS4",0.74404868764651,0.705968436473862,0.79006293828486,0.678877433252388,0.001,0.00128054298642534
"GSM972233",NA,0.794821540048056,0.672672452736736,0.777062340039966,0.835141290530535,0.0559440559440559,0.0617238511975354
"GSM972234","CMS4",0.796286808910325,0.715370576349918,0.696209612265728,0.48879671625042,0.001,0.00128054298642534
"GSM972235",NA,0.791386906294555,0.716542760128337,0.811863391566558,0.718486650982079,0.117882117882118,0.127330684582593
"GSM972236","CMS2",0.807252993897723,0.66529098143271,0.801844909645594,0.833561890125626,0.001998001998002,0.00245307837498727
"GSM972237","CMS2",0.805138704098601,0.698234580143522,0.772622008492229,0.86047005043085,0.036963036963037,0.0415926022287851
"GSM972238","CMS2",0.765602639773226,0.676200863138744,0.819369846103507,0.706543724068201,0.001,0.00128054298642534
"GSM972239",NA,0.801774531797057,0.738643250549903,0.766143572069749,0.798052329598795,0.92007992007992,0.941709285289756
"GSM972240","CMS4",0.601387577936554,0.783444798519132,0.711663115020773,0.599228505987587,0.001,0.00128054298642534
"GSM972241",NA,0.683166724206769,0.756704472814263,0.755196067484248,0.836298030546748,0.0529470529470529,0.0586458551233502
"GSM972242","CMS3",0.764636237654753,0.684492495254498,0.6683967700305,0.728051625530592,0.001,0.00128054298642534
"GSM972243","CMS2",0.810243495127261,0.632721332713426,0.747704295145252,0.803805018143446,0.001,0.00128054298642534
"GSM972244",NA,0.759861347968838,0.681084234888794,0.747018785307259,0.78113315394826,0.463536463536464,0.489480668585146
"GSM972245",NA,0.778137348228908,0.709305952897075,0.714269657663523,0.837268882733814,0.338661338661339,0.358955651090483
"GSM972246","CMS2",0.815790272680919,0.670798288395859,0.736236124581343,0.798621153126641,0.026973026973027,0.0305946558451568
"GSM972247","CMS2",0.776517234993357,0.674566790692014,0.766614605775805,0.83579943418582,0.002997002997003,0.00364796493828752
"GSM972248","CMS2",0.793312248220583,0.685991688670902,0.731185998074475,0.866422617271498,0.001,0.00128054298642534
"GSM972249","CMS2",0.826223498281355,0.621969028737873,0.736939785765891,0.829091447457817,0.001,0.00128054298642534
"GSM972250","CMS2",0.823617182323727,0.617335508560958,0.736555270074784,0.822624808333037,0.001,0.00128054298642534
"GSM972251","CMS4",0.718026957924485,0.689539818312783,0.767457563069712,0.543160487672988,0.001,0.00128054298642534
"GSM972252",NA,0.801974982256996,0.734097643496454,0.800672116931764,0.736755913576464,0.989010989010989,1
"GSM972253","CMS2",0.812584254869256,0.658251315102727,0.722383844286861,0.874852645041944,0.001,0.00128054298642534
"GSM972254","CMS4",0.756603840902225,0.630187584479313,0.752141619786275,0.592681509433815,0.001,0.00128054298642534
"GSM972255","CMS4",0.812111179001406,0.710600393210556,0.773842664176511,0.589431196604403,0.001,0.00128054298642534
"GSM972256","CMS2",0.819027935242056,0.619208666978827,0.742012415931899,0.801809401842766,0.001,0.00128054298642534
"GSM972257",NA,0.771989680510996,0.683563556335682,0.757724849597543,0.852627158063467,0.528471528471528,0.552892578770582
"GSM972258","CMS2",0.817528064053101,0.618126812783851,0.765349901395446,0.784477214513108,0.001,0.00128054298642534
"GSM972259","CMS3",0.750265263814986,0.756308906013186,0.619161968710658,0.829981363447607,0.001,0.00128054298642534
"GSM972260","CMS2",0.788358698303276,0.649392906540952,0.721072923733079,0.757692003092129,0.001,0.00128054298642534
"GSM972261","CMS1",0.614271455465308,0.806747750112181,0.695245847284669,0.820100693441211,0.001,0.00128054298642534
"GSM972262","CMS4",0.624118372642951,0.807433706666739,0.747000251744513,0.537757848878945,0.001,0.00128054298642534
"GSM972263",NA,0.686057217525009,0.773313318914431,0.734794320474215,0.823482322482049,0.0779220779220779,0.085142656571228
"GSM972264","CMS1",0.66450974815808,0.785090209593236,0.747100912102805,0.871928869521454,0.020979020979021,0.0242824660002574
"GSM972265","CMS1",0.623030464325648,0.823243876158764,0.71081178461214,0.782225768976134,0.001,0.00128054298642534
"GSM972266",NA,0.714474245510859,0.721391945511531,0.707432119335934,0.871803802165517,0.974025974025974,0.989764275222085
"GSM972267","CMS2",0.83531635871725,0.646654178213389,0.778367981072051,0.809608619574593,0.001,0.00128054298642534
"GSM972268","CMS3",0.753848977762808,0.740498521254232,0.557429661823934,0.849175421500426,0.001,0.00128054298642534
"GSM972269",NA,0.729098941493049,0.747407168983239,0.701428765257098,0.845873765393951,0.742257742257742,0.765242043930569
"GSM972270","CMS1",0.643898619125606,0.766074616400865,0.65401317891941,0.853890965890932,0.001,0.00128054298642534
"GSM972271",NA,0.783761041593881,0.681412655523073,0.760079821082913,0.832566433800986,0.051948051948052,0.0576521517697988
"GSM972272",NA,0.798858517292301,0.69489147001801,0.702746142378087,0.876577745991153,0.047952047952048,0.0534268880725574
"GSM972273","CMS3",0.770734736944235,0.723393931343317,0.659093977267023,0.893671168694188,0.001,0.00128054298642534
"GSM972274","CMS1",0.527787707140797,0.823062921344684,0.753848548506563,0.718794541652247,0.001,0.00128054298642534
"GSM972275","CMS1",0.571534521273529,0.799049822069843,0.764739646154569,0.615372587659224,0.001,0.00128054298642534
"GSM972276","CMS1",0.581426962104476,0.790498182892605,0.719501193660588,0.830164800826862,0.001,0.00128054298642534
"GSM972277","CMS1",0.630325450082718,0.816937304182606,0.675579025697657,0.849072285490163,0.002997002997003,0.00364796493828752
"GSM972278","CMS1",0.637732648477083,0.819625786286419,0.698904901154522,0.836030785804579,0.001,0.00128054298642534
"GSM972279","CMS1",0.658012619446572,0.794385302705537,0.750501887888326,0.66959691042439,0.001,0.00128054298642534
"GSM972280","CMS1",0.615596123248237,0.825398840369271,0.713046103896593,0.76270955327616,0.001,0.00128054298642534
"GSM972281","CMS2",0.743485895900559,0.662595548407885,0.751290072462207,0.801959910897451,0.001,0.00128054298642534
"GSM972282",NA,0.740294539577659,0.723234656633347,0.752130097740174,0.840387210296917,1,1
"GSM972283","CMS1",0.551781773184636,0.829395446466057,0.740066340818324,0.765756958452749,0.001,0.00128054298642534
"GSM972284","CMS2",0.820694871712133,0.69075573691377,0.728764436314639,0.865871137695024,0.014985014985015,0.0174516841183508
"GSM972285","CMS3",0.691006424003888,0.754679104015469,0.671259323380015,0.806686072167518,0.021978021978022,0.0252836594300009
"GSM972286","CMS1",0.646390554889906,0.84053195858993,0.675829921638186,0.809134767533324,0.001,0.00128054298642534
"GSM972287","CMS1",0.583205632698924,0.829558258575085,0.728331675966026,0.656025036174295,0.001,0.00128054298642534
"GSM972288","CMS2",0.814787371454082,0.650818556874027,0.767359441367828,0.806444063967629,0.001998001998002,0.00245307837498727
"GSM972289","CMS2",0.839804661053164,0.659737900586715,0.762756773007016,0.851176217020609,0.001,0.00128054298642534
"GSM972290","CMS4",0.72600820653396,0.67210573186906,0.758030880416171,0.620539164467188,0.001,0.00128054298642534
"GSM972291",NA,0.74467299118439,0.73451137215907,0.756787271737304,0.762869992140777,1,1
"GSM972292","CMS1",0.600526561141418,0.818523083043514,0.693193610089929,0.820759862299843,0.001,0.00128054298642534
"GSM972293","CMS1",0.635607171929008,0.753726554341793,0.702170906789083,0.707066355838304,0.001,0.00128054298642534
"GSM972294","CMS1",0.582510627824336,0.826001108856241,0.791369732056593,0.769829832730407,0.001,0.00128054298642534
"GSM972295",NA,0.766616209967412,0.701941517549691,0.705139809961426,0.840102373736768,0.838161838161838,0.862544727999274
"GSM972296","CMS3",0.691333627766352,0.728960806606104,0.636668642043252,0.905388879735325,0.001,0.00128054298642534
"GSM972297","CMS4",0.724812621755002,0.751491760292686,0.684807734525395,0.655460606358928,0.001,0.00128054298642534
"GSM972298","CMS1",0.585856368164176,0.775394781470395,0.631769315707031,0.853340198409933,0.001,0.00128054298642534
"GSM972299","CMS2",0.837667406311739,0.668926928643954,0.801756541557368,0.745742788955189,0.001998001998002,0.00245307837498727
"GSM972300","CMS3",0.731509972139187,0.750611068461496,0.625164830037613,0.856778869433909,0.001,0.00128054298642534
"GSM972301","CMS3",0.666223056881447,0.688371856273819,0.572288650890622,0.721050117439068,0.001,0.00128054298642534
"GSM972302","CMS3",0.768280900588268,0.671699623998934,0.651445258208265,0.88580126314137,0.001998001998002,0.00245307837498727
"GSM972303","CMS2",0.801105785425456,0.623215211188111,0.757293477156708,0.875295225339328,0.001,0.00128054298642534
"GSM972304","CMS3",0.733429064864753,0.657824159854666,0.63834679328997,0.914909371106587,0.001,0.00128054298642534
"GSM972305","CMS3",0.628838275837211,0.740777320696592,0.576400883544602,0.783014278167769,0.001,0.00128054298642534
"GSM972306","CMS2",0.75952709855149,0.605382770182342,0.702147804048296,0.85353361569859,0.001,0.00128054298642534
"GSM972307",NA,0.776340830908348,0.646905833953977,0.709908390586313,0.894176548555595,0.0539460539460539,0.0596356768231768
"GSM972308","CMS1",0.67000894859855,0.797138381375194,0.683879005416215,0.836198118240302,0.040959040959041,0.0458158442348166
"GSM972309","CMS2",0.776915590303174,0.637456200002432,0.68989844663912,0.888872103553758,0.001998001998002,0.00245307837498727
"GSM972310","CMS3",0.719351820661705,0.729656943139454,0.621792095144736,0.799679006345759,0.001,0.00128054298642534
"GSM972311",NA,0.726439305106006,0.735521431152632,0.753071968291945,0.714492801283215,1,1
"GSM972312","CMS2",0.752471248758319,0.638696210195527,0.761403377362053,0.833262368176603,0.013986013986014,0.0163218225073895
"GSM972313",NA,0.768796140749324,0.661370110906511,0.758821863909057,0.815709195476549,0.114885114885115,0.124330736185421
"GSM972314","CMS1",0.602375845615231,0.774488867063046,0.765412483782568,0.808345347664186,0.001,0.00128054298642534
"GSM972315","CMS3",0.713626813288162,0.677204509065743,0.594249200688404,0.872774910281636,0.001,0.00128054298642534
"GSM972316","CMS1",0.589485814697604,0.813618771412198,0.642160851536792,0.832434914693281,0.001,0.00128054298642534
"GSM972317","CMS1",0.558718075664775,0.802934594922008,0.670869232770159,0.800005813920492,0.001,0.00128054298642534
"GSM972318","CMS2",0.796735278769898,0.654023476315824,0.754429798597673,0.808320651468045,0.021978021978022,0.0252836594300009
"GSM972319","CMS2",0.731473948049482,0.629615633072223,0.700026694520841,0.875793421773977,0.001998001998002,0.00245307837498727
"GSM972320","CMS2",0.779197751850528,0.612498822274244,0.64699887264967,0.845942846554213,0.001,0.00128054298642534
"GSM972321","CMS2",0.74803042608662,0.631391522919151,0.661679104467346,0.778455946667225,0.001,0.00128054298642534
"GSM972322","CMS2",0.777050441007409,0.63794286216533,0.711926095488014,0.823440546553039,0.001998001998002,0.00245307837498727
"GSM972323","CMS2",0.804474613743234,0.629630216221282,0.723724950018513,0.859666905204002,0.001998001998002,0.00245307837498727
"GSM972324","CMS2",0.737315105279112,0.633810104024756,0.723250485013169,0.821895072635721,0.001,0.00128054298642534
"GSM972325","CMS1",0.600644236486463,0.76968351115212,0.640050450123458,0.820423660112742,0.001,0.00128054298642534
"GSM972326","CMS3",0.701963443774333,0.721650188252936,0.575872289209721,0.887820151423957,0.001,0.00128054298642534
"GSM972327","CMS3",0.624513493971322,0.746283108825824,0.571418951102073,0.680963861307686,0.001,0.00128054298642534
"GSM972328","CMS2",0.808407404550106,0.644596334973208,0.752128357829585,0.709413187384854,0.002997002997003,0.00364796493828752
"GSM972329","CMS3",0.729615973812778,0.65701262923229,0.62501030385685,0.795435822395572,0.001,0.00128054298642534
"GSM972330","CMS1",0.601269707638657,0.789164246675194,0.716658021228471,0.741288699852296,0.001,0.00128054298642534
"GSM972331","CMS2",0.806203159116214,0.636239168850231,0.725601999491144,0.82049661125795,0.001,0.00128054298642534
"GSM972332","CMS1",0.522533613199975,0.789542660310065,0.664705647974059,0.717489776296128,0.001,0.00128054298642534
"GSM972333","CMS2",0.76623341296794,0.596397409980341,0.676656148635597,0.805451183858237,0.001,0.00128054298642534
"GSM972334","CMS1",0.505737375350794,0.813989903713725,0.741294068891246,0.672048147419363,0.001,0.00128054298642534
"GSM972335","CMS2",0.803317188714711,0.637452421031303,0.727878850274264,0.842547858835409,0.001,0.00128054298642534
"GSM972336","CMS2",0.805744376177481,0.642619553876734,0.711760810772325,0.879185110429334,0.001,0.00128054298642534
"GSM972337","CMS1",0.555689040233839,0.779368678064714,0.664271147267696,0.810500874303993,0.001,0.00128054298642534
"GSM972338","CMS2",0.780778448588915,0.593122617929061,0.706914652873269,0.864922797409223,0.001,0.00128054298642534
"GSM972339","CMS2",0.745116801869884,0.669474512903721,0.683100666371252,0.844036547292308,0.010989010989011,0.012904108339793
"GSM972340","CMS2",0.782629183693385,0.578960124177381,0.657357611788639,0.819293091668105,0.001,0.00128054298642534
"GSM972341",NA,0.675674772809472,0.686154704327929,0.718475883553713,0.850822368353008,0.101898101898102,0.110912164758319
"GSM972342","CMS2",0.778733729462251,0.564270778016511,0.709373395778459,0.783625657862193,0.001,0.00128054298642534
"GSM972343",NA,0.747703986782282,0.709781431491701,0.775396739961344,0.839851157746717,0.991008991008991,1
"GSM972344",NA,0.746395119788532,0.664545967903327,0.765651722817684,0.770080884463642,0.106893106893107,0.115903253834288
"GSM972345","CMS4",0.699353588217469,0.707962364207083,0.712790884107662,0.569763254636241,0.001,0.00128054298642534
"GSM972346","CMS1",0.629876463725272,0.814441365432616,0.666172028784901,0.828071418041854,0.001998001998002,0.00245307837498727
"GSM972347","CMS2",0.774306121191862,0.63930941681393,0.780746019224529,0.830847356329865,0.001,0.00128054298642534
"GSM972348",NA,0.738056486135799,0.705259531154601,0.711991455870975,0.875285832896564,0.729270729270729,0.753224877312468
"GSM972349","CMS4",0.60468108050193,0.762898190003962,0.696981272743142,0.435490123583739,0.001,0.00128054298642534
"GSM972350","CMS3",0.731603945595516,0.684138832696937,0.648199399458955,0.898323172866563,0.001998001998002,0.00245307837498727
"GSM972351","CMS2",0.745675850829653,0.594457047165117,0.662864728091122,0.710497067709809,0.001,0.00128054298642534
"GSM972352","CMS4",0.705522629253574,0.71190574497415,0.726745205765009,0.471620511631547,0.001,0.00128054298642534
"GSM972353","CMS1",0.599028477318479,0.740241261845743,0.758656799580873,0.632972700647863,0.001,0.00128054298642534
"GSM972354","CMS1",0.645400068335466,0.73747071729161,0.780353548385074,0.706849813573342,0.004995004995005,0.00596449963538571
"GSM972355","CMS4",0.737638952932229,0.68966374241458,0.677374813338368,0.510606265138765,0.001,0.00128054298642534
"GSM972356","CMS2",0.768470573398123,0.60363480439457,0.782811021531363,0.803077190682815,0.001,0.00128054298642534
"GSM972357","CMS3",0.725398144064395,0.688911182196421,0.628032262813762,0.750431370581697,0.001,0.00128054298642534
"GSM972358","CMS2",0.765316976863279,0.638961753469911,0.764716014158142,0.696454122547656,0.001,0.00128054298642534
"GSM972359","CMS4",0.697303428917773,0.712060123576479,0.703263796000566,0.453430069276227,0.001,0.00128054298642534
"GSM972360",NA,0.674032204583958,0.737503181359074,0.784349706428974,0.658451913182439,0.158841158841159,0.169951031954813
"GSM972361","CMS4",0.618285067504277,0.784863895345894,0.79214917726193,0.522401801864627,0.001,0.00128054298642534
"GSM972362","CMS2",0.733526321079781,0.603967672456739,0.708629669755491,0.729362668991403,0.001,0.00128054298642534
"GSM972363","CMS2",0.668293841807081,0.63103375864556,0.768939831882187,0.699798603061103,0.004995004995005,0.00596449963538571
"GSM972364","CMS3",0.686341288559684,0.797442462694346,0.576019778155176,0.787991168177923,0.001,0.00128054298642534
"GSM972365","CMS4",0.574313386718955,0.784464179674492,0.716286889890683,0.50259436709994,0.001,0.00128054298642534
"GSM972366","CMS4",0.644814386241714,0.720457098035039,0.633092605569672,0.565484802162617,0.001,0.00128054298642534
"GSM972367","CMS4",0.696970532605361,0.663332246479019,0.746143879953714,0.369808335245297,0.001,0.00128054298642534
"GSM972368","CMS2",0.74262946618841,0.623102923979221,0.781127386288478,0.82964170915523,0.001,0.00128054298642534
"GSM972369","CMS4",0.691714773233754,0.694866965585542,0.760079754094431,0.427652962798437,0.001,0.00128054298642534
"GSM972370","CMS2",0.797905973210435,0.588508550846753,0.766546382773874,0.705152152731176,0.001,0.00128054298642534
"GSM972371","CMS2",0.782113476970421,0.597494062459016,0.737298571878206,0.671082051194321,0.001,0.00128054298642534
"GSM972372","CMS2",0.725223736306287,0.601478459084874,0.70807498618703,0.653022760161594,0.001,0.00128054298642534
"GSM972373","CMS2",0.795774967411385,0.58863619869948,0.728363178139738,0.702036021252715,0.001,0.00128054298642534
"GSM972374","CMS2",0.69656902399526,0.627367589664547,0.699522453420779,0.704626932146427,0.001,0.00128054298642534
"GSM972375","CMS4",0.671426493883899,0.681402069414078,0.765451645366939,0.523647690103566,0.001,0.00128054298642534
"GSM972376","CMS4",0.732731441571998,0.622771500397097,0.732582935416385,0.479638359411678,0.001,0.00128054298642534
"GSM972377","CMS4",0.712546516403372,0.646303930789668,0.723732469012566,0.446595637262101,0.001,0.00128054298642534
"GSM972378","CMS4",0.766569964062228,0.604242843032539,0.75124826009032,0.592072401871233,0.001,0.00128054298642534
"GSM972379","CMS3",0.758625541036524,0.667834136446032,0.628437172418753,0.854154480241255,0.001,0.00128054298642534
"GSM972380","CMS4",0.63661100213429,0.757183945253441,0.77386415776276,0.484503798039053,0.001,0.00128054298642534
"GSM972381","CMS2",0.791202593719387,0.623750727437287,0.681132352711686,0.663493482728376,0.001,0.00128054298642534
"GSM972382","CMS2",0.774863955436835,0.552889808035937,0.734351905011348,0.68106110284355,0.001,0.00128054298642534
"GSM972383","CMS2",0.778487713080852,0.561013028726403,0.697127651308122,0.755121538128733,0.001,0.00128054298642534
"GSM972384","CMS4",0.71874039604331,0.711002360922155,0.729026997207935,0.607429659574497,0.001,0.00128054298642534
"GSM972385","CMS4",0.695893096339009,0.656189941313787,0.735825960729997,0.43528104133608,0.001,0.00128054298642534
"GSM972386","CMS2",0.784008433450495,0.648893480682792,0.745894178733125,0.816479695811877,0.004995004995005,0.00596449963538571
"GSM972387","CMS2",0.789850246558777,0.561234929532121,0.69003431710248,0.805050910569003,0.001,0.00128054298642534
"GSM972388","CMS2",0.772557190106639,0.627246665612266,0.753434213744582,0.759668400743378,0.001,0.00128054298642534
"GSM972389","CMS3",0.703837427057352,0.796319346312645,0.589764953782562,0.873354114303683,0.001,0.00128054298642534
"GSM972390",NA,0.627030445821547,0.721440034151426,0.626839451180707,0.713243247406318,0.206793206793207,0.220009313994276
"GSM972391","CMS1",0.584985761614183,0.779301587645939,0.660315076497255,0.695439000402338,0.001998001998002,0.00245307837498727
"GSM972392","CMS2",0.70924566575474,0.615867629180393,0.719890257640247,0.739788216182133,0.00599400599400599,0.00706793206793207
"GSM972393","CMS2",0.728316014746052,0.592371233756003,0.723595407177717,0.630429327929109,0.001,0.00128054298642534
"GSM972394","CMS4",0.671259356062101,0.70095736911546,0.621145855562183,0.571031961107708,0.001,0.00128054298642534
"GSM972395","CMS2",0.767083558218309,0.6333596369059,0.746368749151727,0.752789639432786,0.001,0.00128054298642534
"GSM972396","CMS3",0.767190606634904,0.71311836980687,0.562344809397328,0.859540480098824,0.001,0.00128054298642534
"GSM972397",NA,0.748699692138849,0.648530405305846,0.776419821335269,0.822252947086319,0.554445554445554,0.57899664910735
"GSM972398",NA,0.789052989831584,0.675103040107319,0.764003467150713,0.848113081291767,0.679320679320679,0.706793206793207
"GSM972399","CMS2",0.725065150500643,0.589012196333908,0.75362096092036,0.693603513810134,0.001,0.00128054298642534
"GSM972400","CMS3",0.699783500573137,0.692157991511913,0.594082891014743,0.672899382692879,0.001,0.00128054298642534
"GSM972401","CMS4",0.617596778088645,0.781390260733334,0.732960474521889,0.448847439967367,0.001,0.00128054298642534
"GSM972402","CMS4",0.658100240280139,0.743845391318874,0.678244348206523,0.503010502325273,0.001,0.00128054298642534
"GSM972403","CMS1",0.567861882500527,0.777728316514295,0.687667406947675,0.676830515836906,0.001,0.00128054298642534
"GSM972404","CMS2",0.756322545337167,0.577076949317443,0.69379318824231,0.631012187786938,0.001,0.00128054298642534
"GSM972405","CMS4",0.757176228593052,0.657776524276046,0.743479280124477,0.637867252584077,0.001,0.00128054298642534
"GSM972406","CMS1",0.539133755626399,0.782983135739265,0.694984729311411,0.602515976495651,0.001,0.00128054298642534
"GSM972407","CMS4",0.766904028657349,0.626885823900773,0.753290050133942,0.472139765293445,0.001,0.00128054298642534
"GSM972408","CMS1",0.625719570030805,0.699453509522125,0.695798311974654,0.657177163800818,0.001,0.00128054298642534
"GSM972409","CMS4",0.669493052689213,0.734916594090246,0.775253376473565,0.428524583343089,0.001,0.00128054298642534
"GSM972410","CMS4",0.67158814290206,0.668392904608705,0.716071399353314,0.357195856980476,0.001,0.00128054298642534
"GSM972411","CMS2",0.779063326546574,0.606598393176416,0.758858599618516,0.806814793380367,0.001,0.00128054298642534
"GSM972412","CMS4",0.69660859669576,0.719282121238359,0.703735275502932,0.615650786820922,0.001,0.00128054298642534
"GSM972413","CMS4",0.712766687261929,0.738486694426883,0.756760884713431,0.376405897091354,0.001,0.00128054298642534
"GSM972414","CMS2",0.822528759081295,0.632147528349416,0.797051235188654,0.758583411143965,0.001,0.00128054298642534
"GSM972415","CMS2",0.789058916763072,0.619768321105512,0.702033623966627,0.797124279000685,0.001,0.00128054298642534
"GSM972416","CMS4",0.701858631956216,0.716910218762078,0.674284782719403,0.498143293162636,0.001,0.00128054298642534
"GSM972417","CMS4",0.767902212274645,0.643224202863842,0.753345116530956,0.531556811582705,0.001,0.00128054298642534
"GSM972418","CMS2",0.795280438218476,0.624203136566655,0.786880186610647,0.631720015023246,0.004995004995005,0.00596449963538571
"GSM972419","CMS4",0.725926223887076,0.724400056320303,0.77006404307736,0.506670420395508,0.001,0.00128054298642534
"GSM972420","CMS1",0.536581811661065,0.768323815641489,0.724972272472967,0.573360845905832,0.001,0.00128054298642534
"GSM972421","CMS4",0.707059674689005,0.654453748748393,0.719934161349646,0.428217004252562,0.001,0.00128054298642534
"GSM972422","CMS4",0.643497748824709,0.727143756132061,0.741776806472166,0.413405100530642,0.001,0.00128054298642534
"GSM972423","CMS4",0.731034908437523,0.621472778152465,0.658289767982743,0.614963068437419,0.001,0.00128054298642534
"GSM972424","CMS2",0.745100734350758,0.626797531477597,0.647722040156101,0.708610551089388,0.001998001998002,0.00245307837498727
"GSM972425","CMS4",0.634058466577444,0.743546470590664,0.671719707019284,0.489535333104748,0.001,0.00128054298642534
"GSM972426","CMS4",0.686096496224395,0.662021353231742,0.694193057583405,0.57104584693662,0.001,0.00128054298642534
"GSM972427","CMS4",0.764542027407085,0.626346841237479,0.740927627158449,0.593462840265712,0.001,0.00128054298642534
"GSM972428","CMS4",0.682895520773009,0.710736318371374,0.725579381135603,0.477365525055185,0.001,0.00128054298642534
"GSM972429","CMS3",0.696265267664632,0.71041073907515,0.638397346545365,0.744066902999079,0.034965034965035,0.0394227286657566
"GSM972430","CMS1",0.581070090398428,0.790550319844881,0.682086419799221,0.637311369961465,0.001,0.00128054298642534
"GSM972431","CMS4",0.739856868414563,0.646584692073616,0.750134065808818,0.521145347442955,0.001,0.00128054298642534
