"","prediction","d.CMS1","d.CMS2","d.CMS3","d.CMS4","p.value","FDR"
"GSM437122","CMS2",0.776806070084458,0.611278130605752,0.730956355225666,0.718553233450896,0.001,0.001416
"GSM437123","CMS2",0.744637910418329,0.682461018215468,0.709498578909813,0.735122205236435,0.001,0.001416
"GSM437124","CMS1",0.647668654431241,0.704595075894425,0.714036326171777,0.668141312647708,0.001998001998002,0.00272035656651041
"GSM437125","CMS1",0.585385447825326,0.826068299015479,0.726063981132544,0.6551635337675,0.001,0.001416
"GSM437126","CMS1",0.564212529030843,0.821857828680321,0.727552953679284,0.855065993662865,0.001,0.001416
"GSM437127","CMS4",0.652512840868076,0.710332021112228,0.649701070666147,0.633381893746047,0.001,0.001416
"GSM437128","CMS3",0.765390477987655,0.700563604963162,0.576117995299343,0.844630744334804,0.001,0.001416
"GSM437129","CMS2",0.721747629850114,0.644707235588383,0.681295474486634,0.840465125392629,0.017982017982018,0.0212187812187812
"GSM437130","CMS4",0.61934780815852,0.763039429127372,0.69905192896429,0.561066055323322,0.001,0.001416
"GSM437131","CMS2",0.739463210811308,0.644748515784912,0.664845133600942,0.736671710619276,0.001998001998002,0.00272035656651041
"GSM437132","CMS2",0.832510048027401,0.611337418197423,0.775941620949204,0.786338149208633,0.001,0.001416
"GSM437133","CMS1",0.543232082728815,0.803541743209787,0.786693038654145,0.628414787989802,0.001,0.001416
"GSM437134","CMS4",0.663780886993445,0.704117015466479,0.695185833321144,0.601053473032637,0.001,0.001416
"GSM437135","CMS4",0.656300535718961,0.749491780940235,0.724056537952466,0.445008706739969,0.001,0.001416
"GSM437136","CMS2",0.808830934687829,0.568579946323991,0.751319177199821,0.714548808629791,0.001,0.001416
"GSM437137","CMS2",0.750831883515158,0.574617486134958,0.729803734832655,0.741713598892851,0.001,0.001416
"GSM437138","CMS3",0.657858732369773,0.814450836018275,0.60419961446102,0.713433786888299,0.001,0.001416
"GSM437139","CMS2",0.817546133136164,0.58835364252877,0.756118510177576,0.729471861550902,0.001,0.001416
"GSM437140",NA,0.76063489965602,0.666079555363142,0.75445187839182,0.855066287065191,0.100899100899101,0.110926340740005
"GSM437141",NA,0.734931369601167,0.694131861584396,0.720924728501899,0.825653585428903,0.37962037962038,0.402352138879085
"GSM437142",NA,0.716818410075831,0.709727144565376,0.737715753538009,0.800060371004801,0.775224775224775,0.793149047484308
"GSM437143","CMS1",0.619308277065468,0.81624751802557,0.718021245434101,0.861037886026227,0.001,0.001416
"GSM437144","CMS4",0.748082602372007,0.626178368603492,0.699135453462876,0.549223480132596,0.001,0.001416
"GSM437145","CMS1",0.518638462717769,0.808440900029352,0.717587907654156,0.63938824913895,0.001,0.001416
"GSM437146","CMS3",0.711513050568375,0.71243359412669,0.625975257959368,0.854248875519497,0.001,0.001416
"GSM437147","CMS1",0.626680564654334,0.808458817540827,0.681233511782764,0.770147374265109,0.001,0.001416
"GSM437148",NA,0.693638950336155,0.751766977562122,0.721212372373601,0.827944712459193,0.997002997002997,1
"GSM437149","CMS1",0.595327269753096,0.796267289508953,0.654582261226649,0.627079835808902,0.001,0.001416
"GSM437150","CMS3",0.677764192030153,0.726790969324464,0.592790471231986,0.743974704915093,0.001,0.001416
"GSM437151","CMS2",0.79012724242089,0.62413161560563,0.748738559029968,0.781852283134213,0.001,0.001416
"GSM437152","CMS4",0.658780090889694,0.689047063808106,0.778697805935605,0.606307819155848,0.001,0.001416
"GSM437153",NA,0.728036749534914,0.664313550236567,0.73260221455612,0.754344086738948,0.137862137862138,0.148790234156088
"GSM437154","CMS3",0.767775337936486,0.671764771847578,0.665905360458284,0.726242551573419,0.015984015984016,0.0195115229597988
"GSM437155","CMS4",0.678048718667572,0.774547703938262,0.69717819230723,0.602039521707527,0.001,0.001416
"GSM437156","CMS1",0.528839054595687,0.803027640094249,0.730873129973424,0.76286420043455,0.001,0.001416
"GSM437157","CMS4",0.678602574959873,0.74352707889394,0.715531170813931,0.579398146936496,0.001,0.001416
"GSM437158","CMS3",0.674684017594971,0.735038301057285,0.5553244299994,0.77781487429822,0.001,0.001416
"GSM437159","CMS4",0.762033986193163,0.629117341578547,0.711187831151907,0.591519216118897,0.001,0.001416
"GSM437160","CMS1",0.610467881399251,0.80118277706772,0.669479416553117,0.851930681615026,0.001,0.001416
"GSM437161","CMS4",0.680083927890626,0.674313001643792,0.755262915495069,0.571016250569511,0.001,0.001416
"GSM437162","CMS2",0.767071500849143,0.619618582492674,0.693334219360483,0.724721790096855,0.001,0.001416
"GSM437163","CMS4",0.757286435627407,0.667128082248962,0.742997016536976,0.543228121358162,0.001,0.001416
"GSM437164",NA,0.804362473327881,0.664784318747861,0.71988692398894,0.739438860731773,0.106893106893107,0.116790616790617
"GSM437165",NA,0.768861301293203,0.64858120402427,0.72098664204232,0.835694955128735,0.0699300699300699,0.0778466816202665
"GSM437166",NA,0.69223912993902,0.72094946398769,0.658517949370595,0.624872797437311,0.048951048951049,0.0558989397699075
"GSM437167","CMS1",0.558470981233461,0.794075787858338,0.648964153404399,0.786194970305748,0.001,0.001416
"GSM437168","CMS2",0.764466052060774,0.641101265223939,0.722091728985362,0.855803846154642,0.040959040959041,0.0473839885604592
"GSM437169","CMS2",0.809055130285585,0.600178881244313,0.734059153804368,0.740095645497288,0.001,0.001416
"GSM437170","CMS2",0.795402011848987,0.586012665458981,0.74148554598748,0.617220557692164,0.001,0.001416
"GSM437171","CMS1",0.596519885383038,0.821485217246228,0.639661274966044,0.662303167842389,0.001,0.001416
"GSM437172","CMS2",0.830859818590197,0.667308998600661,0.768258718342871,0.810746346585992,0.002997002997003,0.00395872783932485
"GSM437173","CMS4",0.668791125801686,0.676441253580058,0.744798621025006,0.469023319565383,0.001,0.001416
"GSM437174","CMS1",0.601620171055207,0.803055542199971,0.74378487905336,0.63585598677642,0.001,0.001416
"GSM437175","CMS4",0.686785173443142,0.73815176921165,0.771709028195917,0.470738070804172,0.001,0.001416
"GSM437176","CMS3",0.699637785527562,0.79520347299199,0.637743592170454,0.770165196144328,0.001,0.001416
"GSM437177","CMS2",0.815706157172179,0.622171530732965,0.743137931309424,0.727068380248163,0.001,0.001416
"GSM437178","CMS1",0.616060236513482,0.761431069603771,0.663409036297965,0.636733803256075,0.001,0.001416
"GSM437179","CMS2",0.810508397632186,0.633370541759625,0.778234728959723,0.767793333592022,0.001,0.001416
"GSM437180","CMS3",0.70339817394605,0.753666238547099,0.54920505836325,0.627607481676376,0.001,0.001416
"GSM437181","CMS4",0.683181238352236,0.713319718854823,0.674493820119246,0.424246641110148,0.001,0.001416
"GSM437182","CMS2",0.790666243876715,0.618539672677308,0.786072493997299,0.637611472795464,0.001,0.001416
"GSM437183","CMS2",0.805576311878601,0.610246946346515,0.751726668172454,0.783088150248538,0.001,0.001416
"GSM437184","CMS1",0.525381335100065,0.837829000289645,0.733700413606788,0.777529656270247,0.001,0.001416
"GSM437185","CMS2",0.760998998201785,0.613767143208772,0.719239106684203,0.767817100957468,0.001,0.001416
"GSM437186","CMS3",0.777589396465193,0.715291302736696,0.632143169896903,0.847033169342171,0.001,0.001416
"GSM437187","CMS3",0.737928403772058,0.671762958074006,0.62150152628016,0.664645916602738,0.001,0.001416
"GSM437188","CMS4",0.766286344421488,0.664970935225989,0.772857912431083,0.658877240985524,0.027972027972028,0.0325726904674273
"GSM437189","CMS4",0.709922359489671,0.653835816215344,0.769517672824679,0.582662001094162,0.001,0.001416
"GSM437190","CMS4",0.720015499697969,0.696337090550769,0.714643496655448,0.524298180805038,0.001,0.001416
"GSM437191","CMS2",0.811211589432742,0.612222166197188,0.753748344508843,0.674260618369102,0.001,0.001416
"GSM437192","CMS4",0.762100557428367,0.597031098026815,0.727178620025758,0.546726474405966,0.001,0.001416
"GSM437193","CMS3",0.710265235762959,0.762751245768422,0.656119933205949,0.8303972612264,0.001,0.001416
"GSM437194","CMS2",0.739120527098085,0.639057321722167,0.645813158873797,0.818993870123541,0.001,0.001416
"GSM437195","CMS4",0.784403478846095,0.67222993708963,0.671761281166855,0.665202386885903,0.004995004995005,0.00654900654900655
"GSM437196","CMS1",0.656418259983768,0.78045694488981,0.668432224116429,0.743477297874454,0.017982017982018,0.0212187812187812
"GSM437197","CMS1",0.552384641739901,0.815521015259052,0.699685249856842,0.654756162862084,0.001,0.001416
"GSM437198","CMS4",0.747971563774083,0.688486735627105,0.809496928881833,0.554423902874002,0.001,0.001416
"GSM437199","CMS4",0.695716140221299,0.724767526370142,0.719405241851787,0.519671264705155,0.001,0.001416
"GSM437200","CMS4",0.614816748494566,0.776420368628772,0.685599694358721,0.540193598829124,0.001,0.001416
"GSM437201","CMS4",0.661572034493731,0.773430549341847,0.673510766651441,0.42920519124592,0.001,0.001416
"GSM437202","CMS1",0.558749091593317,0.773211188187902,0.665261920254328,0.622251244033927,0.001,0.001416
"GSM437203","CMS1",0.614389976739059,0.800456221050893,0.753909751333766,0.689623997791598,0.017982017982018,0.0212187812187812
"GSM437204","CMS4",0.733017579236967,0.77396180468168,0.769731748466732,0.499875047998657,0.001,0.001416
"GSM437205","CMS4",0.743828538525702,0.631060934326736,0.722518844748607,0.624002838629304,0.00599400599400599,0.00774408073678147
"GSM437206","CMS2",0.83165049325248,0.585828886237018,0.784498422313423,0.735964918379832,0.001,0.001416
"GSM437207",NA,0.741255887980684,0.676347745893051,0.758941834861713,0.650055630327803,0.547452547452547,0.566661408766672
"GSM437208","CMS2",0.688633420843948,0.587812135691459,0.682516257101553,0.71637297669474,0.001,0.001416
"GSM437209","CMS1",0.516936180757925,0.808395034514242,0.749693524344811,0.645711818855792,0.001,0.001416
"GSM437210","CMS1",0.584909120301086,0.79322186566608,0.666168943766435,0.667660717033948,0.001,0.001416
"GSM437211","CMS1",0.54900157537253,0.738928246920907,0.651331438350687,0.71687694187857,0.001,0.001416
"GSM437212","CMS1",0.534567357570747,0.810305440696621,0.742610738322755,0.763974479508678,0.001,0.001416
"GSM437213",NA,0.708448812537809,0.693430669788764,0.74037740905373,0.795986927161438,0.393606393606394,0.414692450406736
"GSM437214","CMS4",0.796190675738493,0.614449700269994,0.744578187425598,0.613635329409115,0.001,0.001416
"GSM437215","CMS2",0.734171522855735,0.642341867581271,0.689765520759487,0.650904661972371,0.027972027972028,0.0325726904674273
"GSM437216","CMS3",0.803049924454228,0.673632962709707,0.671915592975842,0.878677584552329,0.001,0.001416
"GSM437217","CMS2",0.79339088716166,0.641153238967025,0.731704791537953,0.785771435299483,0.001,0.001416
"GSM437218","CMS1",0.64591960715196,0.716605368771034,0.646472963216545,0.779554556854732,0.001998001998002,0.00272035656651041
"GSM437219","CMS2",0.754554473044851,0.659925812653563,0.747410791579399,0.783299290303666,0.002997002997003,0.00395872783932485
"GSM437220",NA,0.676335735591743,0.762737298071228,0.749153343912275,0.773952308815245,0.0989010989010989,0.109409340659341
"GSM437221","CMS2",0.788456489884215,0.598258684346593,0.764101539206265,0.724727351024934,0.001,0.001416
"GSM437222","CMS4",0.68925590264979,0.735257003300773,0.726786266619207,0.559910280827343,0.001,0.001416
"GSM437223","CMS1",0.573236992235475,0.817061216961391,0.726014506762574,0.579043536268107,0.001,0.001416
"GSM437224","CMS1",0.560078286413209,0.705469459629124,0.697292837506777,0.609504437050713,0.001,0.001416
"GSM437225","CMS1",0.598037264890223,0.780554645548808,0.721207411076707,0.601360294350493,0.001,0.001416
"GSM437226","CMS4",0.72426579520618,0.764363971621743,0.712401875816408,0.461259336279646,0.001,0.001416
"GSM437227","CMS2",0.785468957065434,0.664280909859331,0.747474738132475,0.708974534411223,0.00599400599400599,0.00774408073678147
"GSM437228","CMS2",0.773646643257135,0.618389925186069,0.740918649735827,0.769980001228773,0.001,0.001416
"GSM437229",NA,0.669189638195436,0.707443587736008,0.739789753329318,0.685799510319141,0.959040959040959,0.970001427144284
"GSM437230","CMS2",0.786137341040986,0.649590869050873,0.711143781806584,0.827612170383396,0.001,0.001416
"GSM437231","CMS4",0.764785669881828,0.628429522529638,0.732837680972791,0.619955283039507,0.001,0.001416
"GSM437232","CMS3",0.756219639424145,0.658286041253339,0.61512615756547,0.78164293210618,0.001,0.001416
"GSM437233","CMS4",0.76117145985569,0.695416045804722,0.679687648758857,0.657383891495584,0.001,0.001416
"GSM437234","CMS4",0.731288884467624,0.682578522042277,0.662184685153818,0.528010898507615,0.001,0.001416
"GSM437235","CMS4",0.646375063296389,0.667047288652997,0.654559111510967,0.49061904118934,0.001,0.001416
"GSM437236",NA,0.697875480585124,0.727719147623489,0.714315515220134,0.825491506827366,0.476523476523477,0.496145031439149
"GSM437237","CMS2",0.790060699466681,0.595322159557589,0.692406073953225,0.784815692927711,0.001,0.001416
"GSM437238","CMS3",0.717670574421365,0.708146187640179,0.61282077712733,0.749831935173327,0.001,0.001416
"GSM437239","CMS4",0.754217456281584,0.672877964835116,0.762100713645487,0.63258227890037,0.001,0.001416
"GSM437240","CMS2",0.790292689165647,0.668926333681144,0.704095433213334,0.756894052116853,0.002997002997003,0.00395872783932485
"GSM437241","CMS4",0.774207720013614,0.667565211240976,0.747413913469984,0.608355277311936,0.001,0.001416
"GSM437242","CMS3",0.768513484770795,0.80463478576251,0.63423546370285,0.737929574258731,0.001,0.001416
"GSM437243","CMS4",0.678848076905753,0.699836077044308,0.711138166877783,0.595144575628262,0.001,0.001416
"GSM437244","CMS2",0.810925066255573,0.617842070594986,0.710210655490507,0.73596985384573,0.001,0.001416
"GSM437245","CMS4",0.699252824296797,0.686438288536015,0.746484160860973,0.640875911633197,0.001998001998002,0.00272035656651041
"GSM437246","CMS2",0.765991008239061,0.647437455572784,0.701568748573425,0.819528500728124,0.017982017982018,0.0212187812187812
"GSM437247","CMS2",0.727831177456893,0.602965533690315,0.74516297402641,0.613857511845557,0.001,0.001416
"GSM437248","CMS2",0.692100296887001,0.640059494142226,0.684636450423288,0.816238776078826,0.015984015984016,0.0195115229597988
"GSM437249","CMS2",0.774961701278287,0.659512000293363,0.768488632634194,0.752424220541618,0.015984015984016,0.0195115229597988
"GSM437250","CMS4",0.71374872550647,0.784948507001348,0.652589472871918,0.583957257598521,0.001,0.001416
"GSM437251","CMS4",0.723783535900208,0.701379918656525,0.65983781761127,0.623466274049143,0.001,0.001416
"GSM437252",NA,0.745145685709732,0.66807234758314,0.685471224395716,0.763144296711691,0.112887112887113,0.122582938533859
"GSM437253","CMS1",0.653991848252242,0.746235569692282,0.658787030561428,0.848926666265153,0.00799200799200799,0.010176873486226
"GSM437254","CMS4",0.714475303040459,0.707523885608803,0.764756886605094,0.64935235767324,0.001998001998002,0.00272035656651041
"GSM437255","CMS3",0.750879022856961,0.724428339932567,0.593569173540358,0.858158959652776,0.001,0.001416
"GSM437256",NA,0.731275082971708,0.740946707065105,0.708644987210589,0.814744462547974,1,1
"GSM437257","CMS4",0.689443734553516,0.766579091025876,0.760172843132491,0.656313293019927,0.001,0.001416
"GSM437258",NA,0.681420458528772,0.721556754977297,0.679741931392606,0.795130638389408,0.277722277722278,0.296125561185802
"GSM437259",NA,0.763561454550388,0.689981208186863,0.719278806919345,0.759525597296669,0.440559440559441,0.461414325319651
"GSM437260",NA,0.681311391148379,0.729621865588815,0.717519267088012,0.78254173534023,0.0639360639360639,0.0716245779536919
"GSM437261","CMS2",0.760656595244552,0.632659542213649,0.726533298878572,0.78634812363176,0.001,0.001416
"GSM437262","CMS4",0.756583742959159,0.598481992499799,0.732199551394775,0.579598539746728,0.001,0.001416
"GSM437263","CMS4",0.741992053667382,0.695863987417018,0.708179459832626,0.58939558583031,0.001,0.001416
"GSM437264","CMS2",0.808626374869812,0.601579143041922,0.733647855864061,0.795167905650306,0.001,0.001416
"GSM437265","CMS4",0.708894770358469,0.651245668599578,0.758536187159727,0.535374931702833,0.001,0.001416
"GSM437266","CMS3",0.671570498489211,0.735694320044999,0.619264647763229,0.701280635125778,0.013986013986014,0.0174332709543977
"GSM437267",NA,0.676137370561117,0.827862520356258,0.64126574275088,0.739548543764672,0.0579420579420579,0.0653232118200271
"GSM437268","CMS2",0.746604755829581,0.616856527482792,0.708976635338126,0.795146816610088,0.00799200799200799,0.010176873486226
"GSM437269","CMS2",0.838738722892955,0.665438561103445,0.768436527104222,0.826130437117096,0.001,0.001416
